"walk","trophic.guild","Freq","behavior"
"6","herbivore",0,"Active movement summer"
"7","herbivore",0,"Active movement spring"
"7","herbivore",0,"Active movement summer"
"8","herbivore",0,"Active movement spring"
"8","herbivore",0,"Active movement summer"
"9","herbivore",0,"Active movement spring"
"9","herbivore",0,"Active movement summer"
"10","herbivore",0,"Active movement spring"
"10","herbivore",0,"Active movement summer"
"11","herbivore",0,"Active movement spring"
"11","herbivore",0,"Active movement summer"
"12","herbivore",0,"Active movement spring"
"12","herbivore",0,"Active movement summer"
"13","herbivore",0,"Active movement spring"
"13","herbivore",0,"Active movement summer"
"14","herbivore",0,"Active movement spring"
"14","herbivore",0,"Active movement summer"
"15","herbivore",2,"Active movement spring"
"15","herbivore",0,"Active movement summer"
"16","herbivore",2,"Active movement spring"
"16","herbivore",0,"Active movement summer"
"17","herbivore",0,"Active movement spring"
"17","herbivore",0,"Active movement summer"
"18","herbivore",0,"Active movement spring"
"18","herbivore",0,"Active movement summer"
"19","herbivore",0,"Active movement spring"
"19","herbivore",0,"Active movement summer"
"20","herbivore",1,"Active movement spring"
"20","herbivore",0,"Active movement summer"
"21","herbivore",0,"Active movement spring"
"21","herbivore",0,"Active movement summer"
"22","herbivore",1,"Active movement spring"
"22","herbivore",0,"Active movement summer"
"23","herbivore",0,"Active movement spring"
"23","herbivore",0,"Active movement summer"
"24","herbivore",0,"Active movement spring"
"24","herbivore",0,"Active movement summer"
"25","herbivore",0,"Active movement spring"
"25","herbivore",0,"Active movement summer"
"26","herbivore",0,"Active movement spring"
"26","herbivore",0,"Active movement summer"
"27","herbivore",0,"Active movement spring"
"27","herbivore",0,"Active movement summer"
"28","herbivore",0,"Active movement spring"
"28","herbivore",0,"Active movement summer"
"29","herbivore",0,"Active movement spring"
"29","herbivore",0,"Active movement summer"
"30","herbivore",0,"Active movement spring"
"30","herbivore",0,"Active movement summer"
"31","herbivore",0,"Active movement spring"
"31","herbivore",0,"Active movement summer"
"32","herbivore",0,"Active movement spring"
"32","herbivore",0,"Active movement summer"
"33","herbivore",0,"Active movement spring"
"33","herbivore",0,"Active movement summer"
"34","herbivore",0,"Active movement spring"
"34","herbivore",0,"Active movement summer"
"35","herbivore",0,"Active movement spring"
"35","herbivore",0,"Active movement summer"
"36","herbivore",0,"Active movement spring"
"36","herbivore",0,"Active movement summer"
"37","herbivore",0,"Active movement spring"
"37","herbivore",0,"Active movement summer"
"38","herbivore",0,"Active movement spring"
"38","herbivore",0,"Active movement summer"
"39","herbivore",0,"Active movement spring"
"39","herbivore",0,"Active movement summer"
"40","herbivore",0,"Active movement spring"
"40","herbivore",0,"Active movement summer"
"41","herbivore",0,"Active movement spring"
"41","herbivore",0,"Active movement summer"
"42","herbivore",0,"Active movement spring"
"42","herbivore",0,"Active movement summer"
"43","herbivore",0,"Active movement spring"
"43","herbivore",0,"Active movement summer"
"44","herbivore",0,"Active movement spring"
"44","herbivore",0,"Active movement summer"
"45","herbivore",0,"Active movement spring"
"45","herbivore",0,"Active movement summer"
"46","herbivore",0,"Active movement spring"
"46","herbivore",0,"Active movement summer"
"47","herbivore",0,"Active movement spring"
"47","herbivore",0,"Active movement summer"
"1","herbivore",0,"Cleaning spring"
"1","herbivore",0,"Cleaning summer"
"2","herbivore",0,"Cleaning spring"
"2","herbivore",0,"Cleaning summer"
"3","herbivore",0,"Cleaning spring"
"3","herbivore",0,"Cleaning summer"
"4","herbivore",0,"Cleaning spring"
"4","herbivore",0,"Cleaning summer"
"5","herbivore",0,"Cleaning spring"
"5","herbivore",0,"Cleaning summer"
"6","herbivore",0,"Cleaning spring"
"6","herbivore",0,"Cleaning summer"
"7","herbivore",0,"Cleaning spring"
"7","herbivore",0,"Cleaning summer"
"8","herbivore",0,"Cleaning spring"
"8","herbivore",0,"Cleaning summer"
"9","herbivore",0,"Cleaning spring"
"9","herbivore",0,"Cleaning summer"
"10","herbivore",0,"Cleaning spring"
"10","herbivore",0,"Cleaning summer"
"11","herbivore",0,"Cleaning spring"
"11","herbivore",0,"Cleaning summer"
"12","herbivore",0,"Cleaning spring"
"12","herbivore",0,"Cleaning summer"
"13","herbivore",0,"Cleaning spring"
"13","herbivore",0,"Cleaning summer"
"14","herbivore",0,"Cleaning spring"
"14","herbivore",0,"Cleaning summer"
"15","herbivore",0,"Cleaning spring"
"15","herbivore",0,"Cleaning summer"
"16","herbivore",0,"Cleaning spring"
"16","herbivore",0,"Cleaning summer"
"17","herbivore",0,"Cleaning spring"
"17","herbivore",0,"Cleaning summer"
"18","herbivore",0,"Cleaning spring"
"18","herbivore",0,"Cleaning summer"
"19","herbivore",0,"Cleaning spring"
"19","herbivore",0,"Cleaning summer"
"20","herbivore",0,"Cleaning spring"
"20","herbivore",0,"Cleaning summer"
"21","herbivore",0,"Cleaning spring"
"21","herbivore",0,"Cleaning summer"
"22","herbivore",0,"Cleaning spring"
"22","herbivore",0,"Cleaning summer"
"23","herbivore",0,"Cleaning spring"
"23","herbivore",0,"Cleaning summer"
"24","herbivore",0,"Cleaning spring"
"24","herbivore",0,"Cleaning summer"
"25","herbivore",0,"Cleaning spring"
"25","herbivore",0,"Cleaning summer"
"26","herbivore",0,"Cleaning spring"
"26","herbivore",0,"Cleaning summer"
"27","herbivore",0,"Cleaning spring"
"27","herbivore",0,"Cleaning summer"
"28","herbivore",0,"Cleaning spring"
"28","herbivore",0,"Cleaning summer"
"29","herbivore",0,"Cleaning spring"
"29","herbivore",0,"Cleaning summer"
"30","herbivore",0,"Cleaning spring"
"30","herbivore",0,"Cleaning summer"
"31","herbivore",0,"Cleaning spring"
"31","herbivore",0,"Cleaning summer"
"32","herbivore",0,"Cleaning spring"
"32","herbivore",0,"Cleaning summer"
"33","herbivore",0,"Cleaning spring"
"33","herbivore",0,"Cleaning summer"
"34","herbivore",0,"Cleaning spring"
"34","herbivore",0,"Cleaning summer"
"35","herbivore",0,"Cleaning spring"
"35","herbivore",0,"Cleaning summer"
"36","herbivore",0,"Cleaning spring"
"36","herbivore",0,"Cleaning summer"
"37","herbivore",0,"Cleaning spring"
"37","herbivore",0,"Cleaning summer"
"38","herbivore",0,"Cleaning spring"
"38","herbivore",0,"Cleaning summer"
"39","herbivore",0,"Cleaning spring"
"39","herbivore",0,"Cleaning summer"
"40","herbivore",0,"Cleaning spring"
"40","herbivore",0,"Cleaning summer"
"41","herbivore",0,"Cleaning spring"
"41","herbivore",0,"Cleaning summer"
"42","herbivore",0,"Cleaning spring"
"42","herbivore",0,"Cleaning summer"
"43","herbivore",0,"Cleaning spring"
"43","herbivore",0,"Cleaning summer"
"44","herbivore",0,"Cleaning spring"
"44","herbivore",0,"Cleaning summer"
"45","herbivore",0,"Cleaning spring"
"45","herbivore",0,"Cleaning summer"
"46","herbivore",0,"Cleaning spring"
"46","herbivore",0,"Cleaning summer"
"47","herbivore",0,"Cleaning spring"
"47","herbivore",0,"Cleaning summer"
"1","herbivore",0,"Feeding spring"
"1","herbivore",0,"Feeding summer"
"2","herbivore",0,"Feeding spring"
"2","herbivore",0,"Feeding summer"
"3","herbivore",0,"Feeding spring"
"3","herbivore",0,"Feeding summer"
"4","herbivore",0,"Feeding spring"
"4","herbivore",0,"Feeding summer"
"5","herbivore",0,"Feeding spring"
"5","herbivore",0,"Feeding summer"
"6","herbivore",0,"Feeding spring"
"6","herbivore",0,"Feeding summer"
"7","herbivore",0,"Feeding spring"
"7","herbivore",0,"Feeding summer"
"8","herbivore",0,"Feeding spring"
"8","herbivore",0,"Feeding summer"
"9","herbivore",0,"Feeding spring"
"9","herbivore",0,"Feeding summer"
"10","herbivore",0,"Feeding spring"
"10","herbivore",0,"Feeding summer"
"11","herbivore",0,"Feeding spring"
"11","herbivore",0,"Feeding summer"
"12","herbivore",0,"Feeding spring"
"12","herbivore",0,"Feeding summer"
"13","herbivore",0,"Feeding spring"
"13","herbivore",0,"Feeding summer"
"14","herbivore",0,"Feeding spring"
"14","herbivore",0,"Feeding summer"
"15","herbivore",0,"Feeding spring"
"15","herbivore",0,"Feeding summer"
"16","herbivore",0,"Feeding spring"
"16","herbivore",0,"Feeding summer"
"17","herbivore",0,"Feeding spring"
"17","herbivore",0,"Feeding summer"
"18","herbivore",0,"Feeding spring"
"18","herbivore",0,"Feeding summer"
"19","herbivore",0,"Feeding spring"
"19","herbivore",0,"Feeding summer"
"20","herbivore",0,"Feeding spring"
"20","herbivore",0,"Feeding summer"
"21","herbivore",0,"Feeding spring"
"21","herbivore",0,"Feeding summer"
"22","herbivore",0,"Feeding spring"
"22","herbivore",0,"Feeding summer"
"23","herbivore",0,"Feeding spring"
"23","herbivore",0,"Feeding summer"
"24","herbivore",0,"Feeding spring"
"24","herbivore",0,"Feeding summer"
"25","herbivore",0,"Feeding spring"
"25","herbivore",0,"Feeding summer"
"26","herbivore",0,"Feeding spring"
"26","herbivore",0,"Feeding summer"
"27","herbivore",0,"Feeding spring"
"27","herbivore",0,"Feeding summer"
"28","herbivore",0,"Feeding spring"
"28","herbivore",0,"Feeding summer"
"29","herbivore",0,"Feeding spring"
"29","herbivore",0,"Feeding summer"
"30","herbivore",0,"Feeding spring"
"30","herbivore",0,"Feeding summer"
"31","herbivore",0,"Feeding spring"
"31","herbivore",0,"Feeding summer"
"32","herbivore",0,"Feeding spring"
"32","herbivore",0,"Feeding summer"
"33","herbivore",0,"Feeding spring"
"33","herbivore",0,"Feeding summer"
"34","herbivore",0,"Feeding spring"
"34","herbivore",0,"Feeding summer"
"35","herbivore",0,"Feeding spring"
"35","herbivore",0,"Feeding summer"
"36","herbivore",0,"Feeding spring"
"36","herbivore",0,"Feeding summer"
"37","herbivore",0,"Feeding spring"
"37","herbivore",0,"Feeding summer"
"38","herbivore",0,"Feeding spring"
"38","herbivore",0,"Feeding summer"
"39","herbivore",0,"Feeding spring"
"39","herbivore",0,"Feeding summer"
"40","herbivore",0,"Feeding spring"
"40","herbivore",0,"Feeding summer"
"41","herbivore",0,"Feeding spring"
"41","herbivore",0,"Feeding summer"
"42","herbivore",0,"Feeding spring"
"42","herbivore",0,"Feeding summer"
"43","herbivore",0,"Feeding spring"
"43","herbivore",0,"Feeding summer"
"44","herbivore",0,"Feeding spring"
"44","herbivore",0,"Feeding summer"
"45","herbivore",0,"Feeding spring"
"45","herbivore",0,"Feeding summer"
"46","herbivore",0,"Feeding spring"
"46","herbivore",0,"Feeding summer"
"47","herbivore",0,"Feeding spring"
"47","herbivore",21,"Feeding summer"
"1","herbivore",0,"Inactivity spring"
"1","herbivore",0,"Inactivity summer"
"2","herbivore",0,"Inactivity spring"
"2","herbivore",0,"Inactivity summer"
"3","herbivore",0,"Inactivity spring"
"3","herbivore",0,"Inactivity summer"
"4","herbivore",0,"Inactivity spring"
"4","herbivore",0,"Inactivity summer"
"5","herbivore",0,"Inactivity spring"
"5","herbivore",0,"Inactivity summer"
"6","herbivore",0,"Inactivity spring"
"6","herbivore",0,"Inactivity summer"
"7","herbivore",0,"Inactivity spring"
"7","herbivore",0,"Inactivity summer"
"8","herbivore",0,"Inactivity spring"
"8","herbivore",0,"Inactivity summer"
"9","herbivore",0,"Inactivity spring"
"9","herbivore",0,"Inactivity summer"
"10","herbivore",0,"Inactivity spring"
"10","herbivore",0,"Inactivity summer"
"11","herbivore",0,"Inactivity spring"
"11","herbivore",0,"Inactivity summer"
"12","herbivore",0,"Inactivity spring"
"12","herbivore",0,"Inactivity summer"
"13","herbivore",0,"Inactivity spring"
"13","herbivore",0,"Inactivity summer"
"14","herbivore",0,"Inactivity spring"
"14","herbivore",0,"Inactivity summer"
"15","herbivore",1,"Inactivity spring"
"15","herbivore",0,"Inactivity summer"
"16","herbivore",0,"Inactivity spring"
"16","herbivore",0,"Inactivity summer"
"17","herbivore",0,"Inactivity spring"
"17","herbivore",0,"Inactivity summer"
"18","herbivore",0,"Inactivity spring"
"18","herbivore",0,"Inactivity summer"
"19","herbivore",0,"Inactivity spring"
"19","herbivore",0,"Inactivity summer"
"20","herbivore",0,"Inactivity spring"
"20","herbivore",0,"Inactivity summer"
"21","herbivore",0,"Inactivity spring"
"21","herbivore",0,"Inactivity summer"
"22","herbivore",0,"Inactivity spring"
"22","herbivore",0,"Inactivity summer"
"23","herbivore",0,"Inactivity spring"
"23","herbivore",0,"Inactivity summer"
"24","herbivore",0,"Inactivity spring"
"24","herbivore",0,"Inactivity summer"
"25","herbivore",0,"Inactivity spring"
"25","herbivore",0,"Inactivity summer"
"26","herbivore",0,"Inactivity spring"
"26","herbivore",0,"Inactivity summer"
"27","herbivore",0,"Inactivity spring"
"27","herbivore",0,"Inactivity summer"
"28","herbivore",0,"Inactivity spring"
"28","herbivore",0,"Inactivity summer"
"29","herbivore",0,"Inactivity spring"
"29","herbivore",0,"Inactivity summer"
"30","herbivore",0,"Inactivity spring"
"30","herbivore",0,"Inactivity summer"
"31","herbivore",0,"Inactivity spring"
"31","herbivore",0,"Inactivity summer"
"32","herbivore",0,"Inactivity spring"
"32","herbivore",0,"Inactivity summer"
"33","herbivore",0,"Inactivity spring"
"33","herbivore",0,"Inactivity summer"
"34","herbivore",0,"Inactivity spring"
"34","herbivore",0,"Inactivity summer"
"35","herbivore",0,"Inactivity spring"
"35","herbivore",0,"Inactivity summer"
"36","herbivore",0,"Inactivity spring"
"36","herbivore",0,"Inactivity summer"
"37","herbivore",0,"Inactivity spring"
"37","herbivore",0,"Inactivity summer"
"38","herbivore",0,"Inactivity spring"
"38","herbivore",0,"Inactivity summer"
"39","herbivore",0,"Inactivity spring"
"39","herbivore",0,"Inactivity summer"
"40","herbivore",0,"Inactivity spring"
"40","herbivore",0,"Inactivity summer"
"41","herbivore",0,"Inactivity spring"
"41","herbivore",0,"Inactivity summer"
"42","herbivore",0,"Inactivity spring"
"42","herbivore",0,"Inactivity summer"
"43","herbivore",0,"Inactivity spring"
"43","herbivore",0,"Inactivity summer"
"44","herbivore",0,"Inactivity spring"
"44","herbivore",0,"Inactivity summer"
"45","herbivore",0,"Inactivity spring"
"45","herbivore",0,"Inactivity summer"
"46","herbivore",0,"Inactivity spring"
"46","herbivore",0,"Inactivity summer"
"47","herbivore",0,"Inactivity spring"
"47","herbivore",0,"Inactivity summer"
"1","herbivore",0,"Territorial/mating spring"
"1","herbivore",0,"Territorial/mating summer"
"2","herbivore",0,"Territorial/mating spring"
"2","herbivore",0,"Territorial/mating summer"
"3","herbivore",0,"Territorial/mating spring"
"3","herbivore",0,"Territorial/mating summer"
"4","herbivore",0,"Territorial/mating spring"
"4","herbivore",0,"Territorial/mating summer"
"5","herbivore",0,"Territorial/mating spring"
"5","herbivore",0,"Territorial/mating summer"
"6","herbivore",0,"Territorial/mating spring"
"6","herbivore",0,"Territorial/mating summer"
"7","herbivore",0,"Territorial/mating spring"
"7","herbivore",0,"Territorial/mating summer"
"8","herbivore",0,"Territorial/mating spring"
"8","herbivore",0,"Territorial/mating summer"
"9","herbivore",1,"Territorial/mating spring"
"9","herbivore",0,"Territorial/mating summer"
"10","herbivore",0,"Territorial/mating spring"
"10","herbivore",0,"Territorial/mating summer"
"11","herbivore",1,"Territorial/mating spring"
"11","herbivore",0,"Territorial/mating summer"
"12","herbivore",0,"Territorial/mating spring"
"12","herbivore",0,"Territorial/mating summer"
"13","herbivore",0,"Territorial/mating spring"
"13","herbivore",0,"Territorial/mating summer"
"14","herbivore",0,"Territorial/mating spring"
"14","herbivore",0,"Territorial/mating summer"
"15","herbivore",0,"Territorial/mating spring"
"15","herbivore",0,"Territorial/mating summer"
"16","herbivore",0,"Territorial/mating spring"
"16","herbivore",0,"Territorial/mating summer"
"17","herbivore",0,"Territorial/mating spring"
"17","herbivore",0,"Territorial/mating summer"
"18","herbivore",0,"Territorial/mating spring"
"18","herbivore",0,"Territorial/mating summer"
"19","herbivore",0,"Territorial/mating spring"
"19","herbivore",0,"Territorial/mating summer"
"20","herbivore",0,"Territorial/mating spring"
"20","herbivore",0,"Territorial/mating summer"
"21","herbivore",0,"Territorial/mating spring"
"21","herbivore",0,"Territorial/mating summer"
"22","herbivore",0,"Territorial/mating spring"
"22","herbivore",0,"Territorial/mating summer"
"23","herbivore",0,"Territorial/mating spring"
"23","herbivore",0,"Territorial/mating summer"
"24","herbivore",0,"Territorial/mating spring"
"24","herbivore",0,"Territorial/mating summer"
"25","herbivore",0,"Territorial/mating spring"
"25","herbivore",0,"Territorial/mating summer"
"26","herbivore",0,"Territorial/mating spring"
"26","herbivore",0,"Territorial/mating summer"
"27","herbivore",0,"Territorial/mating spring"
"27","herbivore",0,"Territorial/mating summer"
"28","herbivore",0,"Territorial/mating spring"
"28","herbivore",0,"Territorial/mating summer"
"29","herbivore",0,"Territorial/mating spring"
"29","herbivore",0,"Territorial/mating summer"
"30","herbivore",0,"Territorial/mating spring"
"30","herbivore",0,"Territorial/mating summer"
"31","herbivore",0,"Territorial/mating spring"
"31","herbivore",0,"Territorial/mating summer"
"32","herbivore",0,"Territorial/mating spring"
"32","herbivore",0,"Territorial/mating summer"
"33","herbivore",0,"Territorial/mating spring"
"33","herbivore",0,"Territorial/mating summer"
"34","herbivore",0,"Territorial/mating spring"
"34","herbivore",0,"Territorial/mating summer"
"35","herbivore",0,"Territorial/mating spring"
"35","herbivore",0,"Territorial/mating summer"
"36","herbivore",0,"Territorial/mating spring"
"36","herbivore",0,"Territorial/mating summer"
"37","herbivore",0,"Territorial/mating spring"
"37","herbivore",0,"Territorial/mating summer"
"38","herbivore",0,"Territorial/mating spring"
"38","herbivore",0,"Territorial/mating summer"
"39","herbivore",0,"Territorial/mating spring"
"39","herbivore",0,"Territorial/mating summer"
"40","herbivore",0,"Territorial/mating spring"
"40","herbivore",0,"Territorial/mating summer"
"41","herbivore",0,"Territorial/mating spring"
"41","herbivore",0,"Territorial/mating summer"
"42","herbivore",0,"Territorial/mating spring"
"42","herbivore",0,"Territorial/mating summer"
"43","herbivore",0,"Territorial/mating spring"
"43","herbivore",0,"Territorial/mating summer"
"44","herbivore",0,"Territorial/mating spring"
"44","herbivore",0,"Territorial/mating summer"
"45","herbivore",0,"Territorial/mating spring"
"45","herbivore",0,"Territorial/mating summer"
"46","herbivore",0,"Territorial/mating spring"
"46","herbivore",0,"Territorial/mating summer"
"47","herbivore",0,"Territorial/mating spring"
"47","herbivore",1,"Territorial/mating summer"
"1","insectivore",1,"Active movement spring"
"1","insectivore",0,"Active movement summer"
"2","insectivore",2,"Active movement spring"
"2","insectivore",0,"Active movement summer"
"3","insectivore",3,"Active movement spring"
"3","insectivore",0,"Active movement summer"
"4","insectivore",0,"Active movement spring"
"4","insectivore",0,"Active movement summer"
"5","insectivore",3,"Active movement spring"
"5","insectivore",0,"Active movement summer"
"6","insectivore",1,"Active movement spring"
"6","insectivore",0,"Active movement summer"
"7","insectivore",0,"Active movement spring"
"7","insectivore",0,"Active movement summer"
"8","insectivore",4,"Active movement spring"
"8","insectivore",0,"Active movement summer"
"9","insectivore",1,"Active movement spring"
"9","insectivore",0,"Active movement summer"
"10","insectivore",1,"Active movement spring"
"10","insectivore",0,"Active movement summer"
"11","insectivore",1,"Active movement spring"
"11","insectivore",0,"Active movement summer"
"12","insectivore",2,"Active movement spring"
"12","insectivore",0,"Active movement summer"
"13","insectivore",2,"Active movement spring"
"13","insectivore",0,"Active movement summer"
"14","insectivore",1,"Active movement spring"
"14","insectivore",0,"Active movement summer"
"15","insectivore",5,"Active movement spring"
"15","insectivore",0,"Active movement summer"
"16","insectivore",12,"Active movement spring"
"16","insectivore",0,"Active movement summer"
"17","insectivore",3,"Active movement spring"
"17","insectivore",0,"Active movement summer"
"18","insectivore",0,"Active movement spring"
"18","insectivore",0,"Active movement summer"
"19","insectivore",2,"Active movement spring"
"19","insectivore",0,"Active movement summer"
"20","insectivore",2,"Active movement spring"
"20","insectivore",0,"Active movement summer"
"21","insectivore",0,"Active movement spring"
"21","insectivore",0,"Active movement summer"
"22","insectivore",4,"Active movement spring"
"22","insectivore",0,"Active movement summer"
"23","insectivore",1,"Active movement spring"
"23","insectivore",0,"Active movement summer"
"24","insectivore",0,"Active movement spring"
"24","insectivore",0,"Active movement summer"
"25","insectivore",3,"Active movement spring"
"25","insectivore",0,"Active movement summer"
"26","insectivore",0,"Active movement spring"
"26","insectivore",0,"Active movement summer"
"27","insectivore",0,"Active movement spring"
"27","insectivore",0,"Active movement summer"
"28","insectivore",0,"Active movement spring"
"28","insectivore",3,"Active movement summer"
"29","insectivore",0,"Active movement spring"
"29","insectivore",3,"Active movement summer"
"30","insectivore",0,"Active movement spring"
"30","insectivore",0,"Active movement summer"
"31","insectivore",0,"Active movement spring"
"31","insectivore",0,"Active movement summer"
"32","insectivore",0,"Active movement spring"
"32","insectivore",0,"Active movement summer"
"33","insectivore",0,"Active movement spring"
"33","insectivore",0,"Active movement summer"
"34","insectivore",0,"Active movement spring"
"34","insectivore",1,"Active movement summer"
"35","insectivore",0,"Active movement spring"
"35","insectivore",1,"Active movement summer"
"36","insectivore",0,"Active movement spring"
"36","insectivore",2,"Active movement summer"
"37","insectivore",0,"Active movement spring"
"37","insectivore",0,"Active movement summer"
"38","insectivore",0,"Active movement spring"
"38","insectivore",1,"Active movement summer"
"39","insectivore",0,"Active movement spring"
"39","insectivore",0,"Active movement summer"
"40","insectivore",0,"Active movement spring"
"40","insectivore",1,"Active movement summer"
"41","insectivore",0,"Active movement spring"
"41","insectivore",2,"Active movement summer"
"42","insectivore",0,"Active movement spring"
"42","insectivore",0,"Active movement summer"
"43","insectivore",0,"Active movement spring"
"43","insectivore",1,"Active movement summer"
"44","insectivore",0,"Active movement spring"
"44","insectivore",1,"Active movement summer"
"45","insectivore",0,"Active movement spring"
"45","insectivore",0,"Active movement summer"
"46","insectivore",0,"Active movement spring"
"46","insectivore",0,"Active movement summer"
"47","insectivore",0,"Active movement spring"
"47","insectivore",1,"Active movement summer"
"1","insectivore",0,"Cleaning spring"
"1","insectivore",0,"Cleaning summer"
"2","insectivore",0,"Cleaning spring"
"2","insectivore",0,"Cleaning summer"
"3","insectivore",0,"Cleaning spring"
"3","insectivore",0,"Cleaning summer"
"4","insectivore",0,"Cleaning spring"
"4","insectivore",0,"Cleaning summer"
"5","insectivore",0,"Cleaning spring"
"5","insectivore",0,"Cleaning summer"
"6","insectivore",0,"Cleaning spring"
"6","insectivore",0,"Cleaning summer"
"7","insectivore",0,"Cleaning spring"
"7","insectivore",0,"Cleaning summer"
"8","insectivore",0,"Cleaning spring"
"8","insectivore",0,"Cleaning summer"
"9","insectivore",0,"Cleaning spring"
"9","insectivore",0,"Cleaning summer"
"10","insectivore",0,"Cleaning spring"
"10","insectivore",0,"Cleaning summer"
"11","insectivore",0,"Cleaning spring"
"11","insectivore",0,"Cleaning summer"
"12","insectivore",0,"Cleaning spring"
"12","insectivore",0,"Cleaning summer"
"13","insectivore",0,"Cleaning spring"
"13","insectivore",0,"Cleaning summer"
"14","insectivore",0,"Cleaning spring"
"14","insectivore",0,"Cleaning summer"
"15","insectivore",0,"Cleaning spring"
"15","insectivore",0,"Cleaning summer"
"16","insectivore",0,"Cleaning spring"
"16","insectivore",0,"Cleaning summer"
"17","insectivore",0,"Cleaning spring"
"17","insectivore",0,"Cleaning summer"
"18","insectivore",0,"Cleaning spring"
"18","insectivore",0,"Cleaning summer"
"19","insectivore",0,"Cleaning spring"
"19","insectivore",0,"Cleaning summer"
"20","insectivore",0,"Cleaning spring"
"20","insectivore",0,"Cleaning summer"
"21","insectivore",0,"Cleaning spring"
"21","insectivore",0,"Cleaning summer"
"22","insectivore",1,"Cleaning spring"
"22","insectivore",0,"Cleaning summer"
"23","insectivore",0,"Cleaning spring"
"23","insectivore",0,"Cleaning summer"
"24","insectivore",2,"Cleaning spring"
"24","insectivore",0,"Cleaning summer"
"25","insectivore",0,"Cleaning spring"
"25","insectivore",0,"Cleaning summer"
"26","insectivore",0,"Cleaning spring"
"26","insectivore",0,"Cleaning summer"
"27","insectivore",0,"Cleaning spring"
"27","insectivore",1,"Cleaning summer"
"28","insectivore",0,"Cleaning spring"
"28","insectivore",0,"Cleaning summer"
"29","insectivore",0,"Cleaning spring"
"29","insectivore",0,"Cleaning summer"
"30","insectivore",0,"Cleaning spring"
"30","insectivore",0,"Cleaning summer"
"31","insectivore",0,"Cleaning spring"
"31","insectivore",0,"Cleaning summer"
"32","insectivore",0,"Cleaning spring"
"32","insectivore",0,"Cleaning summer"
"33","insectivore",0,"Cleaning spring"
"33","insectivore",0,"Cleaning summer"
"34","insectivore",0,"Cleaning spring"
"34","insectivore",0,"Cleaning summer"
"35","insectivore",0,"Cleaning spring"
"35","insectivore",0,"Cleaning summer"
"36","insectivore",0,"Cleaning spring"
"36","insectivore",0,"Cleaning summer"
"37","insectivore",0,"Cleaning spring"
"37","insectivore",0,"Cleaning summer"
"38","insectivore",0,"Cleaning spring"
"38","insectivore",0,"Cleaning summer"
"39","insectivore",0,"Cleaning spring"
"39","insectivore",0,"Cleaning summer"
"40","insectivore",0,"Cleaning spring"
"40","insectivore",0,"Cleaning summer"
"41","insectivore",0,"Cleaning spring"
"41","insectivore",0,"Cleaning summer"
"42","insectivore",0,"Cleaning spring"
"42","insectivore",0,"Cleaning summer"
"43","insectivore",0,"Cleaning spring"
"43","insectivore",0,"Cleaning summer"
"44","insectivore",0,"Cleaning spring"
"44","insectivore",0,"Cleaning summer"
"45","insectivore",0,"Cleaning spring"
"45","insectivore",0,"Cleaning summer"
"46","insectivore",0,"Cleaning spring"
"46","insectivore",0,"Cleaning summer"
"47","insectivore",0,"Cleaning spring"
"47","insectivore",0,"Cleaning summer"
"1","insectivore",0,"Feeding spring"
"1","insectivore",0,"Feeding summer"
"2","insectivore",2,"Feeding spring"
"2","insectivore",0,"Feeding summer"
"3","insectivore",0,"Feeding spring"
"3","insectivore",0,"Feeding summer"
"4","insectivore",0,"Feeding spring"
"4","insectivore",0,"Feeding summer"
"5","insectivore",0,"Feeding spring"
"5","insectivore",0,"Feeding summer"
"6","insectivore",0,"Feeding spring"
"6","insectivore",0,"Feeding summer"
"7","insectivore",0,"Feeding spring"
"7","insectivore",0,"Feeding summer"
"8","insectivore",0,"Feeding spring"
"8","insectivore",0,"Feeding summer"
"9","insectivore",1,"Feeding spring"
"9","insectivore",0,"Feeding summer"
"10","insectivore",0,"Feeding spring"
"10","insectivore",0,"Feeding summer"
"11","insectivore",0,"Feeding spring"
"11","insectivore",0,"Feeding summer"
"12","insectivore",0,"Feeding spring"
"12","insectivore",0,"Feeding summer"
"13","insectivore",0,"Feeding spring"
"13","insectivore",0,"Feeding summer"
"14","insectivore",0,"Feeding spring"
"14","insectivore",0,"Feeding summer"
"15","insectivore",1,"Feeding spring"
"15","insectivore",0,"Feeding summer"
"16","insectivore",0,"Feeding spring"
"16","insectivore",0,"Feeding summer"
"17","insectivore",1,"Feeding spring"
"17","insectivore",0,"Feeding summer"
"18","insectivore",4,"Feeding spring"
"18","insectivore",0,"Feeding summer"
"19","insectivore",0,"Feeding spring"
"19","insectivore",0,"Feeding summer"
"20","insectivore",0,"Feeding spring"
"20","insectivore",0,"Feeding summer"
"21","insectivore",4,"Feeding spring"
"21","insectivore",0,"Feeding summer"
"22","insectivore",1,"Feeding spring"
"22","insectivore",0,"Feeding summer"
"23","insectivore",1,"Feeding spring"
"23","insectivore",0,"Feeding summer"
"24","insectivore",0,"Feeding spring"
"24","insectivore",0,"Feeding summer"
"25","insectivore",0,"Feeding spring"
"25","insectivore",0,"Feeding summer"
"26","insectivore",0,"Feeding spring"
"26","insectivore",0,"Feeding summer"
"27","insectivore",0,"Feeding spring"
"27","insectivore",0,"Feeding summer"
"28","insectivore",0,"Feeding spring"
"28","insectivore",0,"Feeding summer"
"29","insectivore",0,"Feeding spring"
"29","insectivore",0,"Feeding summer"
"30","insectivore",0,"Feeding spring"
